,sentence,target
8269,They threw loads of money at an idea that should 've been so much more even if it was only made for teenage boys and wrestling fans .,1
8270,"If villainous vampires are your cup of blood , Blade 2 is definitely a cut above the rest .",3
8271,Wait to see it then .,1
8272,"Perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie .",1
8273,"Showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .",1
8274,"The Son Of The Bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .",4
8275,Long Time Dead ?,2
8276,A humorless journey into a philosophical void .,0
8277,"It 's about following your dreams , no matter what your parents think .",3
8278,"By taking Entertainment Tonight subject matter and giving it humor and poignancy , Auto Focus becomes both gut-bustingly funny and crushingly depressing .",2
8279,Everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable .,1
8280,"An earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool .",3
8281,"It proves quite compelling as an intense , brooding character study .",3
8282,"Cold , nervy and memorable .",3
8283,"Goofy , nutty , consistently funny .",4
8284,"Unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck .",4
8285,Aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters .,2
8286,Michael Moore 's latest documentary about America 's thirst for violence is his best film yet ...,4
8287,Like a less dizzily gorgeous companion to Mr. Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .,2
8288,The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism .,4
8289,"Watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown .",3
8290,Birthday Girl walks a tricky tightrope between being wickedly funny and just plain wicked .,4
8291,Films are made of little moments .,2
8292,Often silly -- and gross -- but it 's rarely as moronic as some campus gross-out films .,1
8293,"In between all the emotional seesawing , it 's hard to figure the depth of these two literary figures , and even the times in which they lived .",1
8294,"Despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing .",1
8295,"Kung Pow is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .",1
8296,Matches neorealism 's impact by showing the humanity of a war-torn land filled with people who just want to live their lives .,2
8297,"Downbeat , period-perfect biopic hammers home a heavy-handed moralistic message .",3
8298,I 'm not generally a fan of vegetables but this batch is pretty cute .,2
8299,"A beyond-lame satire , Teddy Bears ' Picnic ranks among the most pitiful directing debuts by an esteemed writer-actor .",1
8300,A haunting tale of murder and mayhem .,3
8301,You try to guess the order in which the kids in the house will be gored .,1
8302,Just a Kiss is a just a waste .,1
8303,Spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects .,2
8304,Director David Jacobson gives Dahmer a consideration that the murderer never game his victims .,2
8305,The somber pacing and lack of dramatic fireworks make Green Dragon seem more like medicine than entertainment .,0
8306,"Sensual , funny and , in the end , very touching .",4
8307,A movie of riveting power and sadness .,4
8308,Nolan bravely treads where few American films dare to delve -- into the world of ambivalence and ambiguity ...,3
8309,It would take a complete moron to foul up a screen adaptation of Oscar Wilde 's classic satire .,0
8310,But is that knot from dramatic tension or a symptom of artistic malnutrition ?,2
8311,A candid and often fascinating documentary about a Pentecostal church in Dallas that assembles an elaborate haunted house each year to scare teenagers into attending services .,4
8312,This is SO De Palma .,2
8313,"It is so earnest , so overwrought and so wildly implausible that it begs to be parodied .",2
8314,More sophisticated and literate than such pictures usually are ... an amusing little catch .,3
8315,"By the time you reach the finale , you 're likely wondering why you 've been watching all this strutting and posturing .",0
8316,Has its moments -- and almost as many subplots .,3
8317,` Hey Arnold ! ',2
8318,Tennessee Williams by way of Oprah 's Book Club .,2
8319,"If you 're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you , then you 're at the right film .",3
8320,Sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest .,1
8321,"We 've seen the hippie-turned-yuppie plot before , but there 's an enthusiastic charm in Fire that makes the formula fresh again .",3
8322,Solondz creates some effective moments of discomfort for character and viewer alike .,2
8323,"Directed without the expected flair or imagination by Hong Kong master John Woo , Windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .",1
8324,"Ultimately , in the history of the Academy , people may be wondering what all that jazz was about `` Chicago '' in 2002 .",1
8325,"One of the more irritating cartoons you will see this , or any , year .",0
8326,The Iditarod lasts for days - this just felt like it did .,0
8327,"If The Count of Monte Cristo does n't transform Caviezel into a movie star , then the game is even more rigged than it was two centuries ago .",2
8328,"Though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial .",2
8329,"Like its bizarre heroine , it irrigates our souls .",3
8330,"` Yes , that 's right : it 's Forrest Gump , Angel Of Death . '",3
8331,"Let 's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate .",3
